seed,adjacency,head,loss,best_epoch,validation_macro_auroc,test_macro_auroc,test_micro_auroc
50,asymmetric,dot,W-ASL-g2,39,0.7020599779665203,0.6803298394586194,0.7416816221617429
50,symmetric,dot,W-ASL-g2,12,0.6930679316713774,0.7034668434498457,0.6938281465704256
50,none,dot,W-ASL-g3,30,0.6888549475513202,0.6787293265098494,0.7480664681365782
50,asymmetric,dot,W-ASL-g3,39,0.6897383256476278,0.6723035450946755,0.7373716456961044
50,symmetric,dot,W-ASL-g3,12,0.6923169743229662,0.7027016116235382,0.6986788217042034
50,none,concat,W-BCE,10,0.7169256932683111,0.6927578952265755,0.7409946554648366
50,asymmetric,concat,W-BCE,12,0.7156009708561196,0.7063886227940168,0.7477246282491224
50,symmetric,concat,W-BCE,14,0.7177325244871421,0.7070242246619941,0.7526221420213255
50,none,concat,W-ASL-g2,30,0.6864613450762738,0.6735621521053193,0.7713271933630471
50,asymmetric,concat,W-ASL-g2,13,0.6996143856507412,0.6941240681252902,0.7313376786442103
50,symmetric,concat,W-ASL-g2,26,0.6962046403049329,0.6733676748443912,0.7574941821480693
50,none,concat,W-ASL-g3,8,0.68359820523742,0.6778718549764792,0.7140706556751995
50,asymmetric,concat,W-ASL-g3,14,0.688968573430978,0.6976956622399265,0.7438107258838533
50,symmetric,concat,W-ASL-g3,12,0.6830219111264008,0.6965085877631831,0.7330041480955575
51,none,dot,W-BCE,19,0.718191736476435,0.681594034000073,0.7434162952444812
51,asymmetric,dot,W-BCE,12,0.6844118418891508,0.6968080425804617,0.6986295178742817
51,symmetric,dot,W-BCE,9,0.6625820354471427,0.6714311182033592,0.6649796539528524
51,none,dot,W-ASL-g2,19,0.7005026797956635,0.674132646059619,0.7365244415519532
51,asymmetric,dot,W-ASL-g2,33,0.6767758184130052,0.6702833651896772,0.7350773741437568
51,symmetric,dot,W-ASL-g2,15,0.6775479465750635,0.683050024780635,0.6818456724385017
51,none,dot,W-ASL-g3,35,0.6915112428932746,0.6669693046068094,0.7574637781196176
51,asymmetric,dot,W-ASL-g3,24,0.6693958019053353,0.6805705235078229,0.7229938271604939
51,symmetric,dot,W-ASL-g3,24,0.6784638155354891,0.6760845261267928,0.6963631851588898
51,none,concat,W-BCE,11,0.7123337563538965,0.6805011124662793,0.7291625580141731
51,asymmetric,concat,W-BCE,12,0.7162009788342366,0.6926084063641526,0.7459184646129978
51,symmetric,concat,W-BCE,13,0.7162555284441798,0.6853257189060041,0.7323825089732972
51,none,concat,W-ASL-g2,19,0.6883554237873287,0.655245454505815,0.7426389381927188
51,asymmetric,concat,W-ASL-g2,29,0.7020862117058574,0.6621831898646383,0.7694659737835101
51,symmetric,concat,W-ASL-g2,13,0.7070465676314631,0.6729529718426855,0.7263736047016133
51,none,concat,W-ASL-g3,5,0.6768980839441903,0.6741405827432896,0.7028893687795001
51,asymmetric,concat,W-ASL-g3,33,0.7072261886546808,0.6717989339419792,0.7622240628985394
51,symmetric,concat,W-ASL-g3,10,0.7008962573585203,0.6729499596045699,0.7212879146452097
