model,label,bin,n,mean_predicted,observed_rate
Ensemble-LP-RF-TabPFN-Weighted,RAZRIV,7,170,0.027874272491529725,0.011764705882352941
Ensemble-LP-RF-TabPFN-Weighted,RAZRIV,8,170,0.03575060515782298,0.029411764705882353
Ensemble-LP-RF-TabPFN-Weighted,RAZRIV,9,170,0.0473920117335678,0.1
Ensemble-LP-RF-TabPFN-Weighted,RAZRIV,10,170,0.0833711944630114,0.12941176470588237
Ensemble-LP-RF-TabPFN-Weighted,DRESSLER,1,170,0.020595369056205064,0.011764705882352941
Ensemble-LP-RF-TabPFN-Weighted,DRESSLER,2,170,0.02644146947962599,0.023529411764705882
Ensemble-LP-RF-TabPFN-Weighted,DRESSLER,3,170,0.029642031217102145,0.029411764705882353
Ensemble-LP-RF-TabPFN-Weighted,DRESSLER,4,170,0.032202612026012004,0.023529411764705882
Ensemble-LP-RF-TabPFN-Weighted,DRESSLER,5,170,0.03490723284410851,0.029411764705882353
Ensemble-LP-RF-TabPFN-Weighted,DRESSLER,6,170,0.03784753165065883,0.041176470588235294
Ensemble-LP-RF-TabPFN-Weighted,DRESSLER,7,170,0.04080307787554412,0.052941176470588235
Ensemble-LP-RF-TabPFN-Weighted,DRESSLER,8,170,0.04452858728323651,0.058823529411764705
Ensemble-LP-RF-TabPFN-Weighted,DRESSLER,9,170,0.04970692039287582,0.047058823529411764
Ensemble-LP-RF-TabPFN-Weighted,DRESSLER,10,170,0.06872364687399746,0.12352941176470589
Ensemble-LP-RF-TabPFN-Weighted,ZSN,1,170,0.09269020225962663,0.041176470588235294
Ensemble-LP-RF-TabPFN-Weighted,ZSN,2,170,0.1217845056666466,0.07647058823529412
Ensemble-LP-RF-TabPFN-Weighted,ZSN,3,170,0.14330724189013952,0.12941176470588237
Ensemble-LP-RF-TabPFN-Weighted,ZSN,4,170,0.16334625123539398,0.17058823529411765
Ensemble-LP-RF-TabPFN-Weighted,ZSN,5,170,0.18138172728598564,0.17647058823529413
Ensemble-LP-RF-TabPFN-Weighted,ZSN,6,170,0.19923150666884565,0.18235294117647058
Ensemble-LP-RF-TabPFN-Weighted,ZSN,7,170,0.21893876514862234,0.28823529411764703
Ensemble-LP-RF-TabPFN-Weighted,ZSN,8,170,0.2455407604637195,0.27058823529411763
Ensemble-LP-RF-TabPFN-Weighted,ZSN,9,170,0.2951638284901823,0.3176470588235294
Ensemble-LP-RF-TabPFN-Weighted,ZSN,10,170,0.5607628168297153,0.6647058823529411
Ensemble-LP-RF-TabPFN-Weighted,REC_IM,1,170,0.04627235736298333,0.08235294117647059
Ensemble-LP-RF-TabPFN-Weighted,REC_IM,2,170,0.05582614011210234,0.011764705882352941
Ensemble-LP-RF-TabPFN-Weighted,REC_IM,3,170,0.06237274404660675,0.07647058823529412
Ensemble-LP-RF-TabPFN-Weighted,REC_IM,4,170,0.06908516861850127,0.029411764705882353
Ensemble-LP-RF-TabPFN-Weighted,REC_IM,5,170,0.07685646345806607,0.058823529411764705
Ensemble-LP-RF-TabPFN-Weighted,REC_IM,6,170,0.08522574724315753,0.1
Ensemble-LP-RF-TabPFN-Weighted,REC_IM,7,170,0.09325484399150007,0.11176470588235295
Ensemble-LP-RF-TabPFN-Weighted,REC_IM,8,170,0.10307190028491015,0.09411764705882353
Ensemble-LP-RF-TabPFN-Weighted,REC_IM,9,170,0.11647780424934381,0.16470588235294117
Ensemble-LP-RF-TabPFN-Weighted,REC_IM,10,170,0.13816413734344687,0.20588235294117646
Ensemble-LP-RF-TabPFN-Weighted,P_IM_STEN,1,170,0.03747642250342386,0.029411764705882353
Ensemble-LP-RF-TabPFN-Weighted,P_IM_STEN,2,170,0.05086314158649144,0.03529411764705882
Ensemble-LP-RF-TabPFN-Weighted,P_IM_STEN,3,170,0.05774194473911948,0.01764705882352941
Ensemble-LP-RF-TabPFN-Weighted,P_IM_STEN,4,170,0.06499407120920676,0.06470588235294118
Ensemble-LP-RF-TabPFN-Weighted,P_IM_STEN,5,170,0.07342649480201308,0.08235294117647059
Ensemble-LP-RF-TabPFN-Weighted,P_IM_STEN,6,170,0.0819136375008134,0.08823529411764706
Ensemble-LP-RF-TabPFN-Weighted,P_IM_STEN,7,170,0.09110805331544507,0.08235294117647059
Ensemble-LP-RF-TabPFN-Weighted,P_IM_STEN,8,170,0.10047417888780233,0.13529411764705881
Ensemble-LP-RF-TabPFN-Weighted,P_IM_STEN,9,170,0.1101023417648421,0.10588235294117647
Ensemble-LP-RF-TabPFN-Weighted,P_IM_STEN,10,170,0.13107042079311335,0.22941176470588234
Ensemble-LP-RF-TabPFN-Weighted,LET_IS,1,170,0.02485155980102628,0.0
Ensemble-LP-RF-TabPFN-Weighted,LET_IS,2,170,0.03700627458420538,0.01764705882352941
Ensemble-LP-RF-TabPFN-Weighted,LET_IS,3,170,0.04938192417058862,0.023529411764705882
Ensemble-LP-RF-TabPFN-Weighted,LET_IS,4,170,0.06409469718019435,0.023529411764705882
Ensemble-LP-RF-TabPFN-Weighted,LET_IS,5,170,0.08302454596520575,0.058823529411764705
Ensemble-LP-RF-TabPFN-Weighted,LET_IS,6,170,0.1059998232551362,0.10588235294117647
Ensemble-LP-RF-TabPFN-Weighted,LET_IS,7,170,0.13552610267471327,0.10588235294117647
Ensemble-LP-RF-TabPFN-Weighted,LET_IS,8,170,0.18499694351671397,0.2411764705882353
Ensemble-LP-RF-TabPFN-Weighted,LET_IS,9,170,0.26561295688395237,0.3411764705882353
Ensemble-LP-RF-TabPFN-Weighted,LET_IS,10,170,0.5414480508087517,0.6764705882352942
