model,label,bin,n,mean_predicted,observed_rate
BR-LR,FIBR_PREDS,1,170,0.06575510053244084,0.023529411764705882
BR-LR,FIBR_PREDS,2,170,0.13168460674405968,0.03529411764705882
BR-LR,FIBR_PREDS,3,170,0.18178899347549832,0.041176470588235294
BR-LR,FIBR_PREDS,4,170,0.23967559412815798,0.041176470588235294
BR-LR,FIBR_PREDS,5,170,0.2992961749879981,0.08235294117647059
BR-LR,FIBR_PREDS,6,170,0.36618425095487356,0.09411764705882353
BR-LR,FIBR_PREDS,7,170,0.4416015135072807,0.08235294117647059
BR-LR,FIBR_PREDS,8,170,0.5323555338182441,0.13529411764705881
BR-LR,FIBR_PREDS,9,170,0.6415169212675231,0.1588235294117647
BR-LR,FIBR_PREDS,10,170,0.8364825870478206,0.3058823529411765
BR-LR,PREDS_TAH,1,170,0.0028330173217330653,0.023529411764705882
BR-LR,PREDS_TAH,2,170,0.011927725050674172,0.011764705882352941
BR-LR,PREDS_TAH,3,170,0.028193598434685937,0.0058823529411764705
BR-LR,PREDS_TAH,4,170,0.05115745537665802,0.01764705882352941
BR-LR,PREDS_TAH,5,170,0.08081290965648905,0.0058823529411764705
BR-LR,PREDS_TAH,6,170,0.12934523856079888,0.01764705882352941
BR-LR,PREDS_TAH,7,170,0.20169062432729334,0.0058823529411764705
BR-LR,PREDS_TAH,8,170,0.301720271605619,0.0058823529411764705
BR-LR,PREDS_TAH,9,170,0.4554091881688183,0.011764705882352941
BR-LR,PREDS_TAH,10,170,0.718747737110579,0.011764705882352941
BR-LR,JELUD_TAH,1,170,0.00035455066083765014,0.0058823529411764705
BR-LR,JELUD_TAH,2,170,0.0034876322298961183,0.0
BR-LR,JELUD_TAH,3,170,0.011504692007947874,0.0
BR-LR,JELUD_TAH,4,170,0.026035719690562592,0.011764705882352941
BR-LR,JELUD_TAH,5,170,0.05031051822132661,0.011764705882352941
BR-LR,JELUD_TAH,6,170,0.088297622140543,0.041176470588235294
BR-LR,JELUD_TAH,7,170,0.1607180304958451,0.01764705882352941
BR-LR,JELUD_TAH,8,170,0.2700076095292136,0.023529411764705882
BR-LR,JELUD_TAH,9,170,0.46610184329604065,0.052941176470588235
BR-LR,JELUD_TAH,10,170,0.7860841460147379,0.08235294117647059
BR-LR,FIBR_JELUD,1,170,0.03873198902862502,0.029411764705882353
BR-LR,FIBR_JELUD,2,170,0.07942208358868019,0.041176470588235294
BR-LR,FIBR_JELUD,3,170,0.1251785044178424,0.023529411764705882
BR-LR,FIBR_JELUD,4,170,0.17496542364160092,0.029411764705882353
BR-LR,FIBR_JELUD,5,170,0.2298194273667026,0.023529411764705882
BR-LR,FIBR_JELUD,6,170,0.29305478721294903,0.041176470588235294
BR-LR,FIBR_JELUD,7,170,0.3699979233728586,0.023529411764705882
BR-LR,FIBR_JELUD,8,170,0.4729459182433979,0.03529411764705882
BR-LR,FIBR_JELUD,9,170,0.6072363021932077,0.08823529411764706
BR-LR,FIBR_JELUD,10,170,0.8046854058948083,0.08235294117647059
BR-LR,A_V_BLOK,1,170,0.005700553206332345,0.0058823529411764705
BR-LR,A_V_BLOK,2,170,0.021037226380176074,0.011764705882352941
BR-LR,A_V_BLOK,3,170,0.04142070866382439,0.029411764705882353
BR-LR,A_V_BLOK,4,170,0.07010937596915057,0.0058823529411764705
BR-LR,A_V_BLOK,5,170,0.10712110045576949,0.0058823529411764705
BR-LR,A_V_BLOK,6,170,0.16156810161672297,0.01764705882352941
BR-LR,A_V_BLOK,7,170,0.2319593338207438,0.029411764705882353
BR-LR,A_V_BLOK,8,170,0.3378104130548931,0.03529411764705882
BR-LR,A_V_BLOK,9,170,0.5243316871425984,0.058823529411764705
BR-LR,A_V_BLOK,10,170,0.8157419398486734,0.13529411764705881
BR-LR,OTEK_LANC,1,170,0.08889532103152469,0.03529411764705882
BR-LR,OTEK_LANC,2,170,0.1632997813945283,0.03529411764705882
BR-LR,OTEK_LANC,3,170,0.22484713710704818,0.047058823529411764
BR-LR,OTEK_LANC,4,170,0.28322651247385533,0.07058823529411765
BR-LR,OTEK_LANC,5,170,0.33944113024104006,0.08235294117647059
BR-LR,OTEK_LANC,6,170,0.4046266474978705,0.09411764705882353
BR-LR,OTEK_LANC,7,170,0.4751282552947156,0.13529411764705881
BR-LR,OTEK_LANC,8,170,0.5565919521596693,0.13529411764705881
BR-LR,OTEK_LANC,9,170,0.6566513854551362,0.11764705882352941
BR-LR,OTEK_LANC,10,170,0.8057043981742321,0.18235294117647058
BR-LR,RAZRIV,1,170,0.0017511584596816153,0.0058823529411764705
BR-LR,RAZRIV,2,170,0.0076334239516291135,0.0
BR-LR,RAZRIV,3,170,0.019367350555085348,0.0
BR-LR,RAZRIV,4,170,0.03937236975444195,0.023529411764705882
BR-LR,RAZRIV,5,170,0.07063767920986132,0.01764705882352941
BR-LR,RAZRIV,6,170,0.12758883090962828,0.03529411764705882
BR-LR,RAZRIV,7,170,0.22579362263909347,0.023529411764705882
BR-LR,RAZRIV,8,170,0.3518599169100261,0.047058823529411764
BR-LR,RAZRIV,9,170,0.5630036032866229,0.052941176470588235
BR-LR,RAZRIV,10,170,0.8332141606138525,0.11176470588235295
BR-LR,DRESSLER,1,170,0.01721891037088418,0.01764705882352941
BR-LR,DRESSLER,2,170,0.0699250081089791,0.0058823529411764705
BR-LR,DRESSLER,3,170,0.13236664025654318,0.03529411764705882
BR-LR,DRESSLER,4,170,0.19550885018271766,0.0058823529411764705
BR-LR,DRESSLER,5,170,0.2689266858435906,0.058823529411764705
BR-LR,DRESSLER,6,170,0.3400725960400333,0.06470588235294118
BR-LR,DRESSLER,7,170,0.41308072629273057,0.052941176470588235
BR-LR,DRESSLER,8,170,0.5081315027140112,0.041176470588235294
BR-LR,DRESSLER,9,170,0.6235264144115983,0.07647058823529412
BR-LR,DRESSLER,10,170,0.8147732412494555,0.08235294117647059
BR-LR,ZSN,1,170,0.16014709354346165,0.08235294117647059
BR-LR,ZSN,2,170,0.25565273573524855,0.11176470588235295
BR-LR,ZSN,3,170,0.31155153930885243,0.14705882352941177
BR-LR,ZSN,4,170,0.357622571980517,0.14705882352941177
BR-LR,ZSN,5,170,0.40547206178073825,0.21764705882352942
BR-LR,ZSN,6,170,0.4564847392572213,0.20588235294117646
BR-LR,ZSN,7,170,0.5141805657204479,0.3
BR-LR,ZSN,8,170,0.57704326759787,0.32941176470588235
BR-LR,ZSN,9,170,0.6671846997463047,0.35294117647058826
BR-LR,ZSN,10,170,0.8161947857990614,0.4235294117647059
BR-LR,REC_IM,1,170,0.08577576149308351,0.052941176470588235
BR-LR,REC_IM,2,170,0.1787744414143775,0.06470588235294118
BR-LR,REC_IM,3,170,0.24643060622297208,0.041176470588235294
BR-LR,REC_IM,4,170,0.3069915057925593,0.10588235294117647
BR-LR,REC_IM,5,170,0.36503782590497336,0.052941176470588235
BR-LR,REC_IM,6,170,0.4253903693890407,0.06470588235294118
BR-LR,REC_IM,7,170,0.49305635629933636,0.11176470588235295
BR-LR,REC_IM,8,170,0.5604364121810728,0.1
BR-LR,REC_IM,9,170,0.6414948941131259,0.11176470588235295
BR-LR,REC_IM,10,170,0.7767114926331591,0.22941176470588234
BR-LR,P_IM_STEN,1,170,0.04461704273469262,0.03529411764705882
BR-LR,P_IM_STEN,2,170,0.12841636859318306,0.023529411764705882
BR-LR,P_IM_STEN,3,170,0.2014412562010371,0.047058823529411764
BR-LR,P_IM_STEN,4,170,0.2699345685040025,0.06470588235294118
BR-LR,P_IM_STEN,5,170,0.34611457775717275,0.047058823529411764
BR-LR,P_IM_STEN,6,170,0.42369212044701815,0.09411764705882353
BR-LR,P_IM_STEN,7,170,0.5023580556277715,0.09411764705882353
BR-LR,P_IM_STEN,8,170,0.5805984607607334,0.1411764705882353
BR-LR,P_IM_STEN,9,170,0.670680476578273,0.14705882352941177
BR-LR,P_IM_STEN,10,170,0.7839990579208326,0.17647058823529413
BR-LR,LET_IS,1,170,0.024517838721482815,0.011764705882352941
BR-LR,LET_IS,2,170,0.05876950680703695,0.023529411764705882
BR-LR,LET_IS,3,170,0.0959745516594689,0.029411764705882353
BR-LR,LET_IS,4,170,0.1446580538152365,0.03529411764705882
BR-LR,LET_IS,5,170,0.21197848860411195,0.08823529411764706
BR-LR,LET_IS,6,170,0.28975158558425845,0.06470588235294118
BR-LR,LET_IS,7,170,0.40028779314757823,0.15294117647058825
BR-LR,LET_IS,8,170,0.5432533629032418,0.2235294117647059
BR-LR,LET_IS,9,170,0.7236431718841695,0.31176470588235294
BR-LR,LET_IS,10,170,0.9286600777995763,0.6529411764705882
BR-XGBoost,FIBR_PREDS,1,170,0.03175505568191189,0.029411764705882353
BR-XGBoost,FIBR_PREDS,2,170,0.07413965137072784,0.06470588235294118
BR-XGBoost,FIBR_PREDS,3,170,0.12424077117212992,0.06470588235294118
BR-XGBoost,FIBR_PREDS,4,170,0.1711142579740023,0.052941176470588235
BR-XGBoost,FIBR_PREDS,5,170,0.2155357675385826,0.09411764705882353
BR-XGBoost,FIBR_PREDS,6,170,0.2570421350243337,0.09411764705882353
BR-XGBoost,FIBR_PREDS,7,170,0.30544683215372703,0.08823529411764706
BR-XGBoost,FIBR_PREDS,8,170,0.36524542315041314,0.12352941176470589
BR-XGBoost,FIBR_PREDS,9,170,0.43241183119661675,0.11764705882352941
BR-XGBoost,FIBR_PREDS,10,170,0.6005833581878858,0.27058823529411763
BR-XGBoost,PREDS_TAH,1,170,0.0011307252217632006,0.01764705882352941
BR-XGBoost,PREDS_TAH,2,170,0.002079303317098974,0.023529411764705882
BR-XGBoost,PREDS_TAH,3,170,0.0031464323916588913,0.0058823529411764705
BR-XGBoost,PREDS_TAH,4,170,0.004668489025515394,0.01764705882352941
BR-XGBoost,PREDS_TAH,5,170,0.006650497543810429,0.011764705882352941
BR-XGBoost,PREDS_TAH,6,170,0.009499680924585417,0.011764705882352941
BR-XGBoost,PREDS_TAH,7,170,0.01392053644852507,0.0
BR-XGBoost,PREDS_TAH,8,170,0.020272589384951384,0.0058823529411764705
BR-XGBoost,PREDS_TAH,9,170,0.03405333437071771,0.0
BR-XGBoost,PREDS_TAH,10,170,0.09588944091934107,0.023529411764705882
BR-XGBoost,JELUD_TAH,1,170,0.0038098854135023433,0.0058823529411764705
BR-XGBoost,JELUD_TAH,2,170,0.007258713145548586,0.01764705882352941
BR-XGBoost,JELUD_TAH,3,170,0.01111491434817093,0.0
BR-XGBoost,JELUD_TAH,4,170,0.015932003166492317,0.01764705882352941
BR-XGBoost,JELUD_TAH,5,170,0.022478468049564125,0.023529411764705882
BR-XGBoost,JELUD_TAH,6,170,0.03215393327902455,0.01764705882352941
BR-XGBoost,JELUD_TAH,7,170,0.048336055313086344,0.029411764705882353
BR-XGBoost,JELUD_TAH,8,170,0.07423628544202074,0.03529411764705882
BR-XGBoost,JELUD_TAH,9,170,0.11792081268148168,0.03529411764705882
BR-XGBoost,JELUD_TAH,10,170,0.2638519179974409,0.06470588235294118
BR-XGBoost,FIBR_JELUD,1,170,0.00877750164384077,0.01764705882352941
BR-XGBoost,FIBR_JELUD,2,170,0.019066876783720495,0.023529411764705882
BR-XGBoost,FIBR_JELUD,3,170,0.03067363155868781,0.023529411764705882
BR-XGBoost,FIBR_JELUD,4,170,0.04392214810434619,0.03529411764705882
BR-XGBoost,FIBR_JELUD,5,170,0.06282824646886986,0.011764705882352941
BR-XGBoost,FIBR_JELUD,6,170,0.08726693266626064,0.06470588235294118
BR-XGBoost,FIBR_JELUD,7,170,0.12391739360632045,0.023529411764705882
BR-XGBoost,FIBR_JELUD,8,170,0.17285930487710766,0.052941176470588235
BR-XGBoost,FIBR_JELUD,9,170,0.24183278831817648,0.08823529411764706
BR-XGBoost,FIBR_JELUD,10,170,0.41855331271229423,0.07647058823529412
BR-XGBoost,A_V_BLOK,1,170,0.006345266036771458,0.029411764705882353
BR-XGBoost,A_V_BLOK,2,170,0.012626159044414047,0.011764705882352941
BR-XGBoost,A_V_BLOK,3,170,0.019206104844616836,0.029411764705882353
BR-XGBoost,A_V_BLOK,4,170,0.025781919957371426,0.011764705882352941
BR-XGBoost,A_V_BLOK,5,170,0.03434227759333546,0.011764705882352941
BR-XGBoost,A_V_BLOK,6,170,0.045515031654195966,0.01764705882352941
BR-XGBoost,A_V_BLOK,7,170,0.06408259909024791,0.01764705882352941
BR-XGBoost,A_V_BLOK,8,170,0.09585397974807112,0.047058823529411764
BR-XGBoost,A_V_BLOK,9,170,0.16116351743464988,0.052941176470588235
BR-XGBoost,A_V_BLOK,10,170,0.36656615861308045,0.10588235294117647
BR-XGBoost,OTEK_LANC,1,170,0.0372913632380283,0.047058823529411764
BR-XGBoost,OTEK_LANC,2,170,0.07516135335297269,0.041176470588235294
BR-XGBoost,OTEK_LANC,3,170,0.10867209938409574,0.023529411764705882
BR-XGBoost,OTEK_LANC,4,170,0.14596508952515086,0.09411764705882353
BR-XGBoost,OTEK_LANC,5,170,0.1872099127642372,0.12352941176470589
BR-XGBoost,OTEK_LANC,6,170,0.2329357858528109,0.16470588235294117
BR-XGBoost,OTEK_LANC,7,170,0.2877320390654837,0.08235294117647059
BR-XGBoost,OTEK_LANC,8,170,0.35075380714500654,0.11764705882352941
BR-XGBoost,OTEK_LANC,9,170,0.4259101708583972,0.11764705882352941
BR-XGBoost,OTEK_LANC,10,170,0.5707207654854831,0.12352941176470589
BR-XGBoost,RAZRIV,1,170,0.0017832318500286954,0.011764705882352941
BR-XGBoost,RAZRIV,2,170,0.003416598532177672,0.0058823529411764705
BR-XGBoost,RAZRIV,3,170,0.005097272357362432,0.0
BR-XGBoost,RAZRIV,4,170,0.007991283027496297,0.011764705882352941
BR-XGBoost,RAZRIV,5,170,0.012553920941427347,0.0058823529411764705
BR-XGBoost,RAZRIV,6,170,0.020074768417124526,0.011764705882352941
BR-XGBoost,RAZRIV,7,170,0.03520289581768927,0.03529411764705882
BR-XGBoost,RAZRIV,8,170,0.06577171671854826,0.041176470588235294
BR-XGBoost,RAZRIV,9,170,0.13899872683454303,0.07647058823529412
BR-XGBoost,RAZRIV,10,170,0.3773560095748262,0.11764705882352941
BR-XGBoost,DRESSLER,1,170,0.012402498395017843,0.023529411764705882
BR-XGBoost,DRESSLER,2,170,0.02932931682793424,0.03529411764705882
BR-XGBoost,DRESSLER,3,170,0.04676494775586487,0.041176470588235294
BR-XGBoost,DRESSLER,4,170,0.06713970219469903,0.041176470588235294
BR-XGBoost,DRESSLER,5,170,0.09078617684625308,0.03529411764705882
BR-XGBoost,DRESSLER,6,170,0.11834209508481709,0.06470588235294118
BR-XGBoost,DRESSLER,7,170,0.1523727176645223,0.01764705882352941
BR-XGBoost,DRESSLER,8,170,0.20039396503008902,0.03529411764705882
BR-XGBoost,DRESSLER,9,170,0.2614721797077971,0.058823529411764705
BR-XGBoost,DRESSLER,10,170,0.4205098882580504,0.08823529411764706
BR-XGBoost,ZSN,1,170,0.11265776760766612,0.07647058823529412
BR-XGBoost,ZSN,2,170,0.1931221364131745,0.10588235294117647
BR-XGBoost,ZSN,3,170,0.24190483424593423,0.16470588235294117
BR-XGBoost,ZSN,4,170,0.28456649407306134,0.10588235294117647
BR-XGBoost,ZSN,5,170,0.3278888273063828,0.1588235294117647
BR-XGBoost,ZSN,6,170,0.36612302107846034,0.20588235294117646
BR-XGBoost,ZSN,7,170,0.41034228587851806,0.2411764705882353
BR-XGBoost,ZSN,8,170,0.4641414172684445,0.29411764705882354
BR-XGBoost,ZSN,9,170,0.5478815169720089,0.31176470588235294
BR-XGBoost,ZSN,10,170,0.8069502876436009,0.6529411764705882
BR-XGBoost,REC_IM,1,170,0.05216940332505413,0.052941176470588235
BR-XGBoost,REC_IM,2,170,0.09774870833272443,0.08235294117647059
BR-XGBoost,REC_IM,3,170,0.13482269437874064,0.06470588235294118
BR-XGBoost,REC_IM,4,170,0.16816086204284253,0.047058823529411764
BR-XGBoost,REC_IM,5,170,0.20244749023633843,0.1
BR-XGBoost,REC_IM,6,170,0.24019504132516245,0.07647058823529412
BR-XGBoost,REC_IM,7,170,0.2888170625510461,0.08823529411764706
BR-XGBoost,REC_IM,8,170,0.3453556920938632,0.13529411764705881
BR-XGBoost,REC_IM,9,170,0.4170856642942218,0.11176470588235295
BR-XGBoost,REC_IM,10,170,0.562907633553533,0.17647058823529413
BR-XGBoost,P_IM_STEN,1,170,0.02563068832448848,0.023529411764705882
BR-XGBoost,P_IM_STEN,2,170,0.06206412759965614,0.023529411764705882
BR-XGBoost,P_IM_STEN,3,170,0.10134397883735159,0.047058823529411764
BR-XGBoost,P_IM_STEN,4,170,0.14082087651716874,0.058823529411764705
BR-XGBoost,P_IM_STEN,5,170,0.18483899500111445,0.08823529411764706
BR-XGBoost,P_IM_STEN,6,170,0.23438566580853043,0.052941176470588235
BR-XGBoost,P_IM_STEN,7,170,0.29232070446890945,0.052941176470588235
BR-XGBoost,P_IM_STEN,8,170,0.36322404823759025,0.1411764705882353
BR-XGBoost,P_IM_STEN,9,170,0.4604602162583786,0.18235294117647058
BR-XGBoost,P_IM_STEN,10,170,0.5976217040025137,0.2
BR-XGBoost,LET_IS,1,170,0.020171618158244253,0.011764705882352941
BR-XGBoost,LET_IS,2,170,0.04322334346142324,0.0058823529411764705
BR-XGBoost,LET_IS,3,170,0.06884842463275964,0.029411764705882353
BR-XGBoost,LET_IS,4,170,0.09821745473617578,0.03529411764705882
BR-XGBoost,LET_IS,5,170,0.1414305510602015,0.06470588235294118
BR-XGBoost,LET_IS,6,170,0.2036050096439088,0.10588235294117647
BR-XGBoost,LET_IS,7,170,0.2824095185407821,0.14705882352941177
BR-XGBoost,LET_IS,8,170,0.41012682641253756,0.2
BR-XGBoost,LET_IS,9,170,0.5644896768822389,0.36470588235294116
BR-XGBoost,LET_IS,10,170,0.8207686208451495,0.6294117647058823
BR-LightGBM,FIBR_PREDS,1,170,0.02333941254531059,0.041176470588235294
BR-LightGBM,FIBR_PREDS,2,170,0.05721435285437957,0.03529411764705882
BR-LightGBM,FIBR_PREDS,3,170,0.09195520159292525,0.08235294117647059
BR-LightGBM,FIBR_PREDS,4,170,0.13032112513977662,0.07647058823529412
BR-LightGBM,FIBR_PREDS,5,170,0.16978944163827098,0.052941176470588235
BR-LightGBM,FIBR_PREDS,6,170,0.20872247501751465,0.08235294117647059
BR-LightGBM,FIBR_PREDS,7,170,0.2572112397827052,0.08823529411764706
BR-LightGBM,FIBR_PREDS,8,170,0.3148245540005431,0.15294117647058825
BR-LightGBM,FIBR_PREDS,9,170,0.4028946860731611,0.1
BR-LightGBM,FIBR_PREDS,10,170,0.593829110689349,0.28823529411764703
BR-LightGBM,PREDS_TAH,1,170,0.00046690489573884413,0.023529411764705882
BR-LightGBM,PREDS_TAH,2,170,0.0009653640899541793,0.01764705882352941
BR-LightGBM,PREDS_TAH,3,170,0.001557317933644757,0.0058823529411764705
BR-LightGBM,PREDS_TAH,4,170,0.002473864403228453,0.011764705882352941
BR-LightGBM,PREDS_TAH,5,170,0.003668499806985348,0.029411764705882353
BR-LightGBM,PREDS_TAH,6,170,0.005575494749885156,0.011764705882352941
BR-LightGBM,PREDS_TAH,7,170,0.008484552472383718,0.0
BR-LightGBM,PREDS_TAH,8,170,0.01425262715144398,0.0
BR-LightGBM,PREDS_TAH,9,170,0.02566214553836732,0.0058823529411764705
BR-LightGBM,PREDS_TAH,10,170,0.0895949861377763,0.011764705882352941
BR-LightGBM,JELUD_TAH,1,170,0.0016028601639493953,0.0
BR-LightGBM,JELUD_TAH,2,170,0.0032690724500428346,0.0058823529411764705
BR-LightGBM,JELUD_TAH,3,170,0.005314537017304906,0.0058823529411764705
BR-LightGBM,JELUD_TAH,4,170,0.008179673620499432,0.029411764705882353
BR-LightGBM,JELUD_TAH,5,170,0.012484530497741468,0.01764705882352941
BR-LightGBM,JELUD_TAH,6,170,0.01806832062889511,0.011764705882352941
BR-LightGBM,JELUD_TAH,7,170,0.029092768839950718,0.029411764705882353
BR-LightGBM,JELUD_TAH,8,170,0.04918770363497453,0.029411764705882353
BR-LightGBM,JELUD_TAH,9,170,0.0917969080570732,0.047058823529411764
BR-LightGBM,JELUD_TAH,10,170,0.22942512964500256,0.07058823529411765
BR-LightGBM,FIBR_JELUD,1,170,0.00437820237264462,0.01764705882352941
BR-LightGBM,FIBR_JELUD,2,170,0.008890449744905177,0.011764705882352941
BR-LightGBM,FIBR_JELUD,3,170,0.01466013728109905,0.01764705882352941
BR-LightGBM,FIBR_JELUD,4,170,0.021345513630242462,0.029411764705882353
BR-LightGBM,FIBR_JELUD,5,170,0.030765562513694375,0.041176470588235294
BR-LightGBM,FIBR_JELUD,6,170,0.04522260141057796,0.03529411764705882
BR-LightGBM,FIBR_JELUD,7,170,0.06674041147165709,0.03529411764705882
BR-LightGBM,FIBR_JELUD,8,170,0.10017077474201722,0.041176470588235294
BR-LightGBM,FIBR_JELUD,9,170,0.16161140888704567,0.1
BR-LightGBM,FIBR_JELUD,10,170,0.3190680125571305,0.08823529411764706
BR-LightGBM,A_V_BLOK,1,170,0.002526834583322084,0.023529411764705882
BR-LightGBM,A_V_BLOK,2,170,0.005168498508959313,0.011764705882352941
BR-LightGBM,A_V_BLOK,3,170,0.00813432285204652,0.023529411764705882
BR-LightGBM,A_V_BLOK,4,170,0.01186829395948777,0.029411764705882353
BR-LightGBM,A_V_BLOK,5,170,0.01699901505714622,0.0058823529411764705
BR-LightGBM,A_V_BLOK,6,170,0.024724110620623907,0.01764705882352941
BR-LightGBM,A_V_BLOK,7,170,0.036800581378621015,0.023529411764705882
BR-LightGBM,A_V_BLOK,8,170,0.060635522761182094,0.03529411764705882
BR-LightGBM,A_V_BLOK,9,170,0.11420172309246239,0.047058823529411764
BR-LightGBM,A_V_BLOK,10,170,0.29957073845709736,0.11764705882352941
BR-LightGBM,OTEK_LANC,1,170,0.023067171882649118,0.023529411764705882
BR-LightGBM,OTEK_LANC,2,170,0.046789091978325356,0.047058823529411764
BR-LightGBM,OTEK_LANC,3,170,0.07188502613560759,0.07647058823529412
BR-LightGBM,OTEK_LANC,4,170,0.0997012132165193,0.07058823529411765
BR-LightGBM,OTEK_LANC,5,170,0.13634359194703527,0.07647058823529412
BR-LightGBM,OTEK_LANC,6,170,0.17600240677974324,0.1411764705882353
BR-LightGBM,OTEK_LANC,7,170,0.21880492525288794,0.12941176470588237
BR-LightGBM,OTEK_LANC,8,170,0.27543496057917943,0.12941176470588237
BR-LightGBM,OTEK_LANC,9,170,0.3513316376279698,0.09411764705882353
BR-LightGBM,OTEK_LANC,10,170,0.5196451169548968,0.14705882352941177
BR-LightGBM,RAZRIV,1,170,0.0008677530508102702,0.011764705882352941
BR-LightGBM,RAZRIV,2,170,0.0016565715858007524,0.0058823529411764705
BR-LightGBM,RAZRIV,3,170,0.002876469621444775,0.0
BR-LightGBM,RAZRIV,4,170,0.004603530462551723,0.0058823529411764705
BR-LightGBM,RAZRIV,5,170,0.007488939184660938,0.011764705882352941
BR-LightGBM,RAZRIV,6,170,0.01255560365135176,0.01764705882352941
BR-LightGBM,RAZRIV,7,170,0.021546975873032635,0.023529411764705882
BR-LightGBM,RAZRIV,8,170,0.04285304883871743,0.07058823529411765
BR-LightGBM,RAZRIV,9,170,0.0999188825112687,0.029411764705882353
BR-LightGBM,RAZRIV,10,170,0.3279889411889371,0.1411764705882353
BR-LightGBM,DRESSLER,1,170,0.005908243613703588,0.023529411764705882
BR-LightGBM,DRESSLER,2,170,0.013675737214186507,0.011764705882352941
BR-LightGBM,DRESSLER,3,170,0.023581049766095683,0.047058823529411764
BR-LightGBM,DRESSLER,4,170,0.034806039797321116,0.03529411764705882
BR-LightGBM,DRESSLER,5,170,0.04883584831788345,0.06470588235294118
BR-LightGBM,DRESSLER,6,170,0.06803196640961588,0.03529411764705882
BR-LightGBM,DRESSLER,7,170,0.09315311736867617,0.01764705882352941
BR-LightGBM,DRESSLER,8,170,0.12586525584688793,0.03529411764705882
BR-LightGBM,DRESSLER,9,170,0.17904223719623466,0.08235294117647059
BR-LightGBM,DRESSLER,10,170,0.32704594271622617,0.08823529411764706
BR-LightGBM,ZSN,1,170,0.10575902237140153,0.06470588235294118
BR-LightGBM,ZSN,2,170,0.1741888514552786,0.12941176470588237
BR-LightGBM,ZSN,3,170,0.21869139526154446,0.1
BR-LightGBM,ZSN,4,170,0.26213462693710954,0.1411764705882353
BR-LightGBM,ZSN,5,170,0.306709620724117,0.17647058823529413
BR-LightGBM,ZSN,6,170,0.3492940459489022,0.18823529411764706
BR-LightGBM,ZSN,7,170,0.39715236042029683,0.2647058823529412
BR-LightGBM,ZSN,8,170,0.45613827275964275,0.3
BR-LightGBM,ZSN,9,170,0.5462911936563384,0.3411764705882353
BR-LightGBM,ZSN,10,170,0.8155645147137375,0.611764705882353
BR-LightGBM,REC_IM,1,170,0.03418131948818858,0.041176470588235294
BR-LightGBM,REC_IM,2,170,0.06310881617356673,0.07647058823529412
BR-LightGBM,REC_IM,3,170,0.08992752853737632,0.052941176470588235
BR-LightGBM,REC_IM,4,170,0.11455564899220055,0.1
BR-LightGBM,REC_IM,5,170,0.14500231786156392,0.09411764705882353
BR-LightGBM,REC_IM,6,170,0.1795174477301228,0.047058823529411764
BR-LightGBM,REC_IM,7,170,0.2185121713758599,0.07058823529411765
BR-LightGBM,REC_IM,8,170,0.2729490446507059,0.1
BR-LightGBM,REC_IM,9,170,0.3539105443920791,0.17058823529411765
BR-LightGBM,REC_IM,10,170,0.508406206995709,0.18235294117647058
BR-LightGBM,P_IM_STEN,1,170,0.016705846046699106,0.01764705882352941
BR-LightGBM,P_IM_STEN,2,170,0.036977254981664466,0.041176470588235294
BR-LightGBM,P_IM_STEN,3,170,0.057691422546848135,0.07058823529411765
BR-LightGBM,P_IM_STEN,4,170,0.08361640565798976,0.041176470588235294
BR-LightGBM,P_IM_STEN,5,170,0.11058365813632713,0.041176470588235294
BR-LightGBM,P_IM_STEN,6,170,0.14597271695792302,0.07058823529411765
BR-LightGBM,P_IM_STEN,7,170,0.19264927491317874,0.11764705882352941
BR-LightGBM,P_IM_STEN,8,170,0.25949241241100746,0.1411764705882353
BR-LightGBM,P_IM_STEN,9,170,0.35244575545492757,0.10588235294117647
BR-LightGBM,P_IM_STEN,10,170,0.5234084146807164,0.2235294117647059
BR-LightGBM,LET_IS,1,170,0.014517696344425037,0.0058823529411764705
BR-LightGBM,LET_IS,2,170,0.0319085895780408,0.011764705882352941
BR-LightGBM,LET_IS,3,170,0.052851579791207984,0.029411764705882353
BR-LightGBM,LET_IS,4,170,0.07860118733032817,0.041176470588235294
BR-LightGBM,LET_IS,5,170,0.11624493601427852,0.06470588235294118
BR-LightGBM,LET_IS,6,170,0.17551004621371277,0.09411764705882353
BR-LightGBM,LET_IS,7,170,0.24969917556257437,0.1411764705882353
BR-LightGBM,LET_IS,8,170,0.37160625193693403,0.18235294117647058
BR-LightGBM,LET_IS,9,170,0.5444658670321447,0.36470588235294116
BR-LightGBM,LET_IS,10,170,0.814810599363238,0.6588235294117647
BR-CatBoost,FIBR_PREDS,1,170,0.27089361373552234,0.011764705882352941
BR-CatBoost,FIBR_PREDS,2,170,0.33738713006582505,0.06470588235294118
BR-CatBoost,FIBR_PREDS,3,170,0.37549853922345366,0.023529411764705882
BR-CatBoost,FIBR_PREDS,4,170,0.4059339863857138,0.08823529411764706
BR-CatBoost,FIBR_PREDS,5,170,0.42699943178933747,0.07058823529411765
BR-CatBoost,FIBR_PREDS,6,170,0.4453802482511818,0.07647058823529412
BR-CatBoost,FIBR_PREDS,7,170,0.46262065575618166,0.11764705882352941
BR-CatBoost,FIBR_PREDS,8,170,0.4816640639135355,0.12352941176470589
BR-CatBoost,FIBR_PREDS,9,170,0.5059891571049607,0.1588235294117647
